entity_id;domain;device;friendly_name;state;unit;device_class;state_class;area;integration;last_changed
number.gx_device_ess_max_charge_current;number;GX Device;GX Device ESS max charge current;90;A;current;;Victron;Victron Energy;2026-07-24 06:28:42.347586+00:00
number.gx_device_ac_input_limit;number;GX Device;GX Device AC input limit;-1;A;current;;Victron;Victron Energy;2026-07-24 06:28:42.347674+00:00
number.gx_device_ess_batterylife_schedule_charge_3_soc;number;GX Device;GX Device ESS BatteryLife schedule charge 3 SoC;100;%;battery;;Victron;Victron Energy;2026-07-24 06:28:42.347762+00:00
select.gx_device_ac_input_2_source_type;select;GX Device;GX Device AC input 2 source type;not_used;;;;Victron;Victron Energy;2026-07-24 06:28:42.348022+00:00
switch.gx_device_ess_only_critical_loads_from_battery;switch;GX Device;GX Device ESS only critical loads from battery;on;;;;Victron;Victron Energy;2026-07-24 06:28:42.348121+00:00
sensor.gx_device_relay_1_custom_name;sensor;GX Device;GX Device Relay 1 custom name;;;;;Victron;Victron Energy;2026-07-24 06:28:42.348224+00:00
select.gx_device_dess_mode;select;GX Device;GX Device DESS mode;off;;;;Victron;Victron Energy;2026-07-24 06:28:42.348312+00:00
select.gx_device_ess_batterylife_schedule_charge_4_days;select;GX Device;GX Device ESS BatteryLife schedule charge 4 days;disabled_every_day;;;;Victron;Victron Energy;2026-07-24 06:28:42.348396+00:00
select.gx_device_ess_batterylife_schedule_charge_1_days;select;GX Device;GX Device ESS BatteryLife schedule charge 1 days;disabled_every_day;;;;Victron;Victron Energy;2026-07-24 06:28:42.348477+00:00
select.gx_device_ess_batterylife_schedule_charge_3_days;select;GX Device;GX Device ESS BatteryLife schedule charge 3 days;disabled_every_day;;;;Victron;Victron Energy;2026-07-24 06:28:42.348571+00:00
number.gx_device_ess_batterylife_schedule_charge_4_soc;number;GX Device;GX Device ESS BatteryLife schedule charge 4 SoC;100;%;battery;;Victron;Victron Energy;2026-07-24 06:28:42.349036+00:00
select.gx_device_ess_mode_hub4;select;GX Device;GX Device ESS mode (Hub4);phase_compensation_enabled;;;;Victron;Victron Energy;2026-07-24 06:28:42.349145+00:00
number.gx_device_ess_batterylife_schedule_charge_2_duration;number;GX Device;GX Device ESS BatteryLife schedule charge 2 duration;0.0;min;duration;;Victron;Victron Energy;2026-07-24 06:28:42.349251+00:00
number.gx_device_ess_batterylife_schedule_charge_2_soc;number;GX Device;GX Device ESS BatteryLife schedule charge 2 SoC;100;%;battery;;Victron;Victron Energy;2026-07-24 06:28:42.349346+00:00
number.gx_device_ess_max_inverter_power_limit;number;GX Device;GX Device ESS max inverter power limit;3000;W;power;;Victron;Victron Energy;2026-07-24 06:28:42.349441+00:00
select.gx_device_ac_input_1_source_type;select;GX Device;GX Device AC input 1 source type;grid;;;;Victron;Victron Energy;2026-07-24 06:28:42.349538+00:00
number.gx_device_ac_export_limit;number;GX Device;GX Device AC export limit;0;A;current;;Victron;Victron Energy;2026-07-24 06:28:42.349631+00:00
time.gx_device_ess_batterylife_schedule_charge_4_start;time;GX Device;GX Device ESS BatteryLife schedule charge 4 start;00:00:00;;;;Victron;Victron Energy;2026-07-24 06:28:42.349715+00:00
number.gx_device_ess_min_soc_limit;number;GX Device;GX Device ESS min SoC limit;40;%;battery;;Victron;Victron Energy;2026-07-24 06:28:42.349800+00:00
time.gx_device_ess_batterylife_schedule_charge_0_start;time;GX Device;GX Device ESS BatteryLife schedule charge 0 start;08:30:00;;;;Victron;Victron Energy;2026-07-24 06:28:42.349879+00:00
number.gx_device_ac_power_setpoint;number;GX Device;GX Device AC power setpoint;0;W;power;;Victron;Victron Energy;2026-07-24 06:28:42.349972+00:00
sensor.gx_device_installed_version;sensor;GX Device;GX Device Installed version;v3.75;;;;Victron;Victron Energy;2026-07-24 06:28:42.350146+00:00
switch.gx_device_ess_batterylife_schedule_charge_0_enabled;switch;GX Device;GX Device ESS BatteryLife schedule charge 0 enabled;off;;;;Victron;Victron Energy;2026-07-24 06:28:42.350240+00:00
switch.gx_device_ess_batterylife_schedule_charge_2_enabled;switch;GX Device;GX Device ESS BatteryLife schedule charge 2 enabled;off;;;;Victron;Victron Energy;2026-07-24 06:28:42.350323+00:00
switch.gx_device_ess_batterylife_schedule_charge_4_enabled;switch;GX Device;GX Device ESS BatteryLife schedule charge 4 enabled;off;;;;Victron;Victron Energy;2026-07-24 06:28:42.350400+00:00
switch.gx_device_ess_batterylife_schedule_charge_1_enabled;switch;GX Device;GX Device ESS BatteryLife schedule charge 1 enabled;off;;;;Victron;Victron Energy;2026-07-24 06:28:42.350473+00:00
switch.gx_device_ess_batterylife_schedule_charge_3_enabled;switch;GX Device;GX Device ESS BatteryLife schedule charge 3 enabled;off;;;;Victron;Victron Energy;2026-07-24 06:28:42.350549+00:00
sensor.gx_device_ess_batterylife_state;sensor;GX Device;GX Device ESS BatteryLife state;with_battery_life;;enum;;Victron;Victron Energy;2026-07-24 06:28:42.350672+00:00
select.gx_device_ess_mode;select;GX Device;GX Device ESS mode;optimized_battery_life;;;;Victron;Victron Energy;2026-07-24 06:28:42.350769+00:00
sensor.gx_device_dc_battery_charge_energy;sensor;GX Device;GX Device DC battery charge energy;2.464;kWh;energy;total;Victron;Victron Energy;2026-07-24 08:02:42.901492+00:00
sensor.gx_device_dc_battery_discharge_energy;sensor;GX Device;GX Device DC battery discharge energy;0.0;kWh;energy;total;Victron;Victron Energy;2026-07-24 06:28:42.350976+00:00
sensor.gx_device_pv_energy;sensor;GX Device;GX Device PV energy;1.604;kWh;energy;total;Victron;Victron Energy;2026-07-24 08:02:42.901556+00:00
sensor.shelly1_a4_current_on_l1;sensor;Shelly1 A4;Canal_2 Current on L1;0.0;A;current;measurement;Shelly;Victron Energy;2026-07-24 06:28:42.351183+00:00
sensor.shelly1_a4_voltage_on_l1;sensor;Shelly1 A4;Canal_2 Voltage on L1;0.0;V;voltage;measurement;Shelly;Victron Energy;2026-07-24 06:28:42.351408+00:00
sensor.shelly1_a4_power;sensor;Shelly1 A4;Canal_2 Power;0.0;W;power;measurement;Shelly;Victron Energy;2026-07-24 06:28:42.351526+00:00
sensor.shelly1_a4_power_on_l1;sensor;Shelly1 A4;Canal_2 Power on L1;0.0;W;power;measurement;Shelly;Victron Energy;2026-07-24 06:28:42.351640+00:00
sensor.shelly1_a4_consumption_on_l1;sensor;Shelly1 A4;Canal_2 Consumption on L1;5.9;kWh;energy;total;Shelly;Victron Energy;2026-07-24 06:28:42.351861+00:00
sensor.shelly1_a4_consumption;sensor;Shelly1 A4;Canal_2 Consumption;5.9;kWh;energy;total;Shelly;Victron Energy;2026-07-24 06:28:42.351976+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_max_power_yesterday;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Max power yesterday;2710.0;W;power;measurement;MPPT Victron;Victron Energy;2026-07-24 06:28:42.352087+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_min_battery_voltage_today;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Min battery voltage today;52.75;V;voltage;measurement;MPPT Victron;Victron Energy;2026-07-24 06:28:42.352194+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_pv_yield_power;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) PV yield power;1158.4;W;power;measurement;MPPT Victron;Victron Energy;2026-07-24 08:02:42.890141+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_max_power_today;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Max power today;1159.0;W;power;measurement;MPPT Victron;Victron Energy;2026-07-24 08:02:42.890413+00:00
number.smartsolar_mppt_ve_can_250_100_rev2_id_273_charge_current_limit;number;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Charge current limit;95.0;A;current;;MPPT Victron;Victron Energy;2026-07-24 06:28:42.352524+00:00
binary_sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_load_state;binary_sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Load state;on;;;;MPPT Victron;Victron Energy;2026-07-24 06:28:42.352633+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_time_in_absorption_today;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Time in absorption today;0;min;duration;total_increasing;MPPT Victron;Victron Energy;2026-07-24 06:28:42.352751+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_device_off_reason;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Device-off reason;-;;;;MPPT Victron;Victron Energy;2026-07-24 06:28:42.352855+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_max_battery_voltage_today;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Max battery voltage today;54.21;V;voltage;measurement;MPPT Victron;Victron Energy;2026-07-24 07:48:14.720888+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_total_yield;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Total yield;1698.4;kWh;energy;total;MPPT Victron;Victron Energy;2026-07-24 07:58:42.867052+00:00
switch.smartsolar_mppt_ve_can_250_100_rev2_id_273_relay_state;switch;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Relay state;off;;;;MPPT Victron;Victron Energy;2026-07-24 06:28:42.353241+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_state;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) State;bulk;;enum;;MPPT Victron;Victron Energy;2026-07-24 06:28:42.353343+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_time_in_bulk_today;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Time in bulk today;246;min;duration;total_increasing;MPPT Victron;Victron Energy;2026-07-24 08:02:42.890772+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_yield_today;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Yield today;1.14;kWh;energy;total;MPPT Victron;Victron Energy;2026-07-24 08:02:42.890829+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_pv_bus_voltage;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) PV bus voltage;120.57;V;voltage;measurement;MPPT Victron;Victron Energy;2026-07-24 08:02:42.890864+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_dc_battery_bus_current;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) DC (battery) bus current;20.9;A;current;measurement;MPPT Victron;Victron Energy;2026-07-24 08:02:42.890897+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_error_code;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Error code;no_error;;enum;;MPPT Victron;Victron Energy;2026-07-24 06:28:42.354208+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_dc_battery_bus_voltage;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) DC (battery) bus voltage;54.16;V;voltage;measurement;MPPT Victron;Victron Energy;2026-07-24 08:02:42.890954+00:00
switch.smartsolar_mppt_ve_can_250_100_rev2_id_273;switch;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);on;;;;MPPT Victron;Victron Energy;2026-07-24 06:28:42.354408+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_time_in_float_today;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Time in float today;0;min;duration;total_increasing;MPPT Victron;Victron Energy;2026-07-24 06:28:42.354515+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_mppt_operation_mode;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) MPPT operation mode;mppt_active;;enum;;MPPT Victron;Victron Energy;2026-07-24 06:28:42.354616+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_yield_yesterday;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) Yield yesterday;7.54;kWh;energy;total;MPPT Victron;Victron Energy;2026-07-24 06:28:42.354708+00:00
sensor.smartsolar_mppt_ve_can_250_100_rev2_id_273_pv_current;sensor;SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273);SmartSolar MPPT VE.Can 250/100 rev2 (ID: 273) PV current;9.61;A;current;measurement;MPPT Victron;Victron Energy;2026-07-24 08:02:42.901412+00:00
sensor.temperature_exterieure_temperature;sensor;Temperature Exterieure;Temperature Exterieure Temperature;27.2;°C;temperature;measurement;Extérieur;Victron Energy;2026-07-24 07:49:16.448254+00:00
sensor.temperature_exterieure_sensor_type;sensor;Temperature Exterieure;Temperature Exterieure Sensor type;outdoor;;enum;;Extérieur;Victron Energy;2026-07-24 06:28:42.354993+00:00
sensor.temperature_exterieure_sensor_status;sensor;Temperature Exterieure;Temperature Exterieure Sensor status;ok;;enum;;Extérieur;Victron Energy;2026-07-24 08:02:50.035732+00:00
sensor.temperature_exterieure_pressure;sensor;Temperature Exterieure;Temperature Exterieure Pressure;989.7;;;measurement;Extérieur;Victron Energy;2026-07-24 07:49:16.448105+00:00
sensor.temperature_exterieure_humidity;sensor;Temperature Exterieure;Temperature Exterieure Humidity;58.0;%;;measurement;Extérieur;Victron Energy;2026-07-24 07:49:16.448219+00:00
sensor.et112_maison_id_30_current_on_l1;sensor;ET112-Maison (ID: 30);ET112-Maison (ID: 30) Current on L1;6.4;A;current;measurement;ET112 Mesure;Victron Energy;2026-07-24 08:02:42.891191+00:00
sensor.et112_maison_id_30_power_on_l1;sensor;ET112-Maison (ID: 30);ET112-Maison (ID: 30) Power on L1;1440.9;W;power;measurement;ET112 Mesure;Victron Energy;2026-07-24 08:02:42.891261+00:00
sensor.et112_maison_id_30_voltage_on_l1;sensor;ET112-Maison (ID: 30);ET112-Maison (ID: 30) Voltage on L1;230.5;V;voltage;measurement;ET112 Mesure;Victron Energy;2026-07-24 08:01:42.884098+00:00
sensor.et112_maison_id_30_consumption_on_l1;sensor;ET112-Maison (ID: 30);ET112-Maison (ID: 30) Consumption on L1;4219.0;kWh;energy;total;ET112 Mesure;Victron Energy;2026-07-24 07:58:42.867652+00:00
switch.tongou_3_state;switch;Tongou 3;Tongou 3 State;on;;;;Tasmota;Victron Energy;2026-07-24 06:28:42.355720+00:00
number.pwm_2_id_50_dimming;number;PWM 2 (ID: 50);PWM 2 (ID: 50) Dimming;0.0;%;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.355823+00:00
switch.pwm_2_id_50_state;switch;PWM 2 (ID: 50);PWM 2 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.355910+00:00
switch.output_4_id_50_state;switch;Output 4 (ID: 50);Output 4 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.355988+00:00
switch.output_3_id_50_state;switch;Output 3 (ID: 50);Output 3 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.356062+00:00
switch.output_6_id_50_state;switch;Output 6 (ID: 50);Output 6 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.356135+00:00
switch.output_5_id_50_state;switch;Output 5 (ID: 50);Output 5 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.356208+00:00
number.pwm_3_id_50_dimming;number;PWM 3 (ID: 50);PWM 3 (ID: 50) Dimming;13.0;%;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.356684+00:00
switch.pwm_3_id_50_state;switch;PWM 3 (ID: 50);PWM 3 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.356773+00:00
switch.relay_2_id_50_state;switch;Relay 2 (ID: 50);Relay 2 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.356950+00:00
number.pwm_4_id_50_dimming;number;PWM 4 (ID: 50);PWM 4 (ID: 50) Dimming;0.0;%;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357044+00:00
switch.pwm_4_id_50_state;switch;PWM 4 (ID: 50);PWM 4 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357121+00:00
switch.relay_3_id_50_state;switch;Relay 3 (ID: 50);Relay 3 (ID: 50) State;on;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357193+00:00
switch.output_1_id_50_state;switch;Output 1 (ID: 50);Output 1 (ID: 50) State;on;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357264+00:00
switch.relay_1_id_50_state;switch;Relay 1 (ID: 50);Relay 1 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357337+00:00
switch.output_2_id_50_state;switch;Output 2 (ID: 50);Output 2 (ID: 50) State;on;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357409+00:00
switch.pwm_1_id_50_state;switch;PWM 1 (ID: 50);PWM 1 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357482+00:00
number.pwm_1_id_50_dimming;number;PWM 1 (ID: 50);PWM 1 (ID: 50) Dimming;97.0;%;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357566+00:00
switch.output_8_id_50_state;switch;Output 8 (ID: 50);Output 8 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357641+00:00
switch.output_7_id_50_state;switch;Output 7 (ID: 50);Output 7 (ID: 50) State;off;;;;GX IO-Extender;Victron Energy;2026-07-24 06:28:42.357712+00:00
sensor.bms_620ah_id_153_temperature;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Temperature;24.0;°C;temperature;measurement;Batterie;Victron Energy;2026-07-24 08:01:13.812066+00:00
sensor.bms_620ah_id_153_consumed_amp_hours;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Consumed amp-hours;41.5;Ah;;measurement;Batterie;Victron Energy;2026-07-24 07:59:13.841491+00:00
sensor.bms_620ah_id_153_charge;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Charge;93.3;%;battery;measurement;Batterie;Victron Energy;2026-07-24 07:59:13.841591+00:00
sensor.bms_620ah_id_153_dc_bus_voltage;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) DC bus voltage;53.9;V;voltage;measurement;Batterie;Victron Energy;2026-07-24 08:01:13.812187+00:00
sensor.bms_620ah_id_153_installed_capacity;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Installed capacity;620.0;Ah;;measurement;Batterie;Victron Energy;2026-07-24 06:28:42.358162+00:00
sensor.bms_620ah_id_153_maximum_cell_temperature;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Maximum cell temperature;24.0;°C;temperature;measurement;Batterie;Victron Energy;2026-07-24 08:01:13.811146+00:00
sensor.bms_620ah_id_153_cell_imbalance;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Cell imbalance;no_alarm;;enum;;Batterie;Victron Energy;2026-07-24 06:28:42.358335+00:00
sensor.bms_620ah_id_153_power;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Power;964.8;W;power;measurement;Batterie;Victron Energy;2026-07-24 08:02:42.894735+00:00
sensor.bms_620ah_id_153_maximum_cell_voltage;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Maximum cell voltage;3.388;V;voltage;measurement;Batterie;Victron Energy;2026-07-24 08:02:42.894796+00:00
sensor.bms_620ah_id_153_time_to_go;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Time to go;0;s;duration;measurement;Batterie;Victron Energy;2026-07-24 06:28:42.358591+00:00
sensor.bms_620ah_id_153_dc_bus_current;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) DC bus current;17.9;A;current;measurement;Batterie;Victron Energy;2026-07-24 08:02:42.896880+00:00
sensor.bms_620ah_id_153_minimum_cell_voltage;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Minimum cell voltage;3.362;V;voltage;measurement;Batterie;Victron Energy;2026-07-24 08:02:42.896988+00:00
sensor.bms_620ah_id_153_capacity;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Capacity;585.9;Ah;;measurement;Batterie;Victron Energy;2026-07-24 07:59:13.841299+00:00
sensor.bms_620ah_id_153_minimum_cell_temperature;sensor;BMS-620Ah (ID: 153);BMS-620Ah (ID: 153) Minimum cell temperature;22.0;°C;temperature;measurement;Batterie;Victron Energy;2026-07-24 06:28:42.359150+00:00
sensor.capteur_irradiance_id_40_today_s_yield;sensor;Capteur Irradiance (ID: 40);Capteur Irradiance (ID: 40) Today's yield;4.5;kWh;energy;total;Extérieur;Victron Energy;2026-07-24 08:02:20.109900+00:00
sensor.capteur_irradiance_id_40_irradiance;sensor;Capteur Irradiance (ID: 40);Capteur Irradiance (ID: 40) Irradiance;878.0;W/m²;irradiance;measurement;Extérieur;Victron Energy;2026-07-24 08:02:20.110135+00:00
switch.tongou_5_state;switch;Tongou 5;Tongou 5 State;on;;;;Tasmota;Victron Energy;2026-07-24 06:28:42.359419+00:00
sensor.bms_320ah_id_152_installed_capacity;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Installed capacity;320.0;Ah;;measurement;Batterie;Victron Energy;2026-07-24 06:28:42.359506+00:00
sensor.bms_320ah_id_152_time_to_go;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Time to go;0;s;duration;measurement;Batterie;Victron Energy;2026-07-24 06:28:42.359595+00:00
sensor.bms_320ah_id_152_maximum_cell_voltage;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Maximum cell voltage;3.375;V;voltage;measurement;Batterie;Victron Energy;2026-07-24 08:02:42.897307+00:00
sensor.bms_320ah_id_152_maximum_cell_temperature;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Maximum cell temperature;25.0;°C;temperature;measurement;Batterie;Victron Energy;2026-07-24 07:58:42.869289+00:00
sensor.bms_320ah_id_152_charge;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Charge;93.5;%;battery;measurement;Batterie;Victron Energy;2026-07-24 08:01:42.885928+00:00
sensor.bms_320ah_id_152_minimum_cell_voltage;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Minimum cell voltage;3.366;V;voltage;measurement;Batterie;Victron Energy;2026-07-24 08:02:42.897435+00:00
sensor.bms_320ah_id_152_dc_bus_current;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) DC bus current;13.1;A;current;measurement;Batterie;Victron Energy;2026-07-24 08:02:42.897485+00:00
sensor.bms_320ah_id_152_power;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Power;706.1;W;power;measurement;Batterie;Victron Energy;2026-07-24 08:02:42.897539+00:00
sensor.bms_320ah_id_152_consumed_amp_hours;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Consumed amp-hours;20.8;Ah;;measurement;Batterie;Victron Energy;2026-07-24 08:01:42.886028+00:00
sensor.bms_320ah_id_152_cell_imbalance;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Cell imbalance;no_alarm;;enum;;Batterie;Victron Energy;2026-07-24 06:28:42.360288+00:00
sensor.bms_320ah_id_152_dc_bus_voltage;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) DC bus voltage;53.9;V;voltage;measurement;Batterie;Victron Energy;2026-07-24 08:00:42.880737+00:00
sensor.bms_320ah_id_152_temperature;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Temperature;25.0;°C;temperature;measurement;Batterie;Victron Energy;2026-07-24 07:58:42.869607+00:00
sensor.bms_320ah_id_152_capacity;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Capacity;299.2;Ah;;measurement;Batterie;Victron Energy;2026-07-24 08:01:42.886107+00:00
sensor.bms_320ah_id_152_minimum_cell_temperature;sensor;BMS-320Ah (ID: 152);BMS-320Ah (ID: 152) Minimum cell temperature;24.0;°C;temperature;measurement;Batterie;Victron Energy;2026-07-24 07:43:13.702970+00:00
switch.tongou_2_state;switch;Tongou 2;Tongou 2 State;on;;;;Tasmota;Victron Energy;2026-07-24 06:28:42.360904+00:00
